Tanggal,Tn,Tx,Tavg,RH_avg,ss,ff_x,ddd_x,ff_avg,ddd_car,bulan,RR
18-10-2014,25.9,30,27.9,85,,5,120,4,3,10,4.6
19-10-2014,25.2,30.2,27.6,86,,5,130,3,4,10,7.1
20-10-2014,26,30.6,28.1,84,,5,120,4,4,10,0
21-10-2014,25,30.7,27.5,85,8.6,6,110,3,3,10,14.7
22-10-2014,25.8,30.3,27.6,85,,7,140,4,4,10,5.4
23-10-2014,26.6,30.4,27.8,80,,6,120,4,4,10,2.05217391304348
24-10-2014,24.2,30,26.6,83,,5,130,2,4,10,2.05217391304348
25-10-2014,24.4,30.4,27.3,85,,6,120,3,3,10,0
26-10-2014,25.6,30.4,28,81,,6,110,3,4,10,2.05217391304348
27-10-2014,25.5,30.7,27.8,83,,5,130,2,4,10,0
28-10-2014,25.6,30,27.2,82,9.3,6,130,2,1,10,0
29-10-2014,24.9,30.8,27.4,78,8.7,5,130,2,4,10,2.05217391304348
30-10-2014,25.4,31.8,27.9,80,,5,130,2,3,10,0.5
31-10-2014,25.4,31,28.2,79,,6,120,3,4,10,2.05217391304348
01-11-2014,24.8,30.7592592592593,27.7,85.2,,5,140,3,4,11,10.6
02-11-2014,25,31.2,28.2,80,9.4,5,110,2,4,11,0
03-11-2014,26.4,31.4,28.6,85.2,,6,150,3,4,11,23.1555555555556
04-11-2014,26.2,31.2,28.8,75,9.7,6,130,3,4,11,0
05-11-2014,24.2,31.5,28,82,,5,150,2,4,11,66.2
06-11-2014,25.2,31.4,27.9,83,,6,120,2,4,11,23.1555555555556
07-11-2014,24.2,30,27.2,88,,5,130,2,1,11,72.7
08-11-2014,23.4,30.6,26.6,86,2.6,4,130,1,1,11,23.9
09-11-2014,24.2,30.8,27.4,87,9.2,7,130,2,4,11,16.9
10-11-2014,25.8,28.6,27,88,,5,130,2,1,11,0.8
11-11-2014,24,30.6,26.8,86,,5,160,2,1,11,122.9
12-11-2014,24.2,30.3,26.8,86,,4,130,1,1,11,34.2
13-11-2014,24.4,30.7592592592593,27.5074074074074,85.2,6.9,4,130,1,1,11,0
14-11-2014,23.9,29.2,26.2,90,,3,140,1,1,11,44.6
15-11-2014,24,30.2,26.7,90,0,4,140,1,1,11,17.3
16-11-2014,24.3,30.6,26.8,87,0,4,100,1,1,11,8.7
17-11-2014,24.6,31.6,27.1,86,3.5,4,160,1,1,11,21.9
18-11-2014,24.6,31.4,27.8,83,,5,100,2,4,11,0.3
19-11-2014,25,31.4,28.3,84,6,3,140,1,1,11,1.8
20-11-2014,25,31.7,28.2,83,,5,140,2,4,11,23.1555555555556
21-11-2014,25.2,31.9,28.8,81,,4,140,1,1,11,9
22-11-2014,25,31,27.8,86,8.2,4,130,2,1,11,8
23-11-2014,25.2,30.8,27.7,89,5.8,6,120,3,4,11,40.7
24-11-2014,24.2,30.6,26.8,88,,5,130,2,1,11,51.7
25-11-2014,23.8,29,26.8,89,4.2,4,150,1,1,11,0
26-11-2014,24.3,31.2,27.1,84,,5,120,2,1,11,5.6
27-11-2014,25,30.5,27.5074074074074,85.2,,4,120,1,1,11,0
28-11-2014,25.2,30.7592592592593,27.5,89,,4,150,1,1,11,54.2
29-11-2014,24.6,30.8,27.5074074074074,85.2,,4,200,2,5,11,2.5
30-11-2014,25.5,31,28.1,80,,5,200,1,1,11,10.7
01-12-2014,25.2,30.6,27.5,83,,4,210,1,1,12,4
02-12-2014,25.2,32,27.3714285714286,85.1428571428571,,4,120,1,1,12,27.1590909090909
03-12-2014,25.6,30.6,27.5,85,,5,200,2,6,12,1.5
04-12-2014,24,30.8,26.5,86,,3,230,1,1,12,61.3
05-12-2014,24,29.2,25.8,89,4,3,250,1,1,12,93
06-12-2014,24.2,31.0958333333333,27.3714285714286,85.1428571428571,0.5,5,250,1,1,12,0.9
07-12-2014,24.6,31.2,27,85,,4,210,1,1,12,27.1590909090909
08-12-2014,25.2,32,27.7,84,,4,220,1,1,12,27.1590909090909
09-12-2014,25.2,31.8,27.6,82,2.4,7,240,2,1,12,27.1590909090909
10-12-2014,24.4,32,27.8,82,4.6,4,220,2,6,12,2.8
11-12-2014,26.1,31.4,28.2,83,,5,220,2,1,12,1.8
12-12-2014,23.6,31.0958333333333,27.3714285714286,85.1428571428571,,4,300,2,8,12,101.2
13-12-2014,23.8,31.6,27.6,86,,5,220,2,1,12,17.4
14-12-2014,25.4,32,27.6,85,,5,230,2,1,12,0
15-12-2014,25.1,32.2,28.1,83,,5,230,3,6,12,3.9
16-12-2014,24,32.4,27.6,86,5.5,5,200,2,8,12,17
17-12-2014,24.8,30.4,27.3,87,6.6,4,240,1,1,12,27.1590909090909
18-12-2014,24.8,30.4,27.3714285714286,85.1428571428571,,5,320,2,1,12,10.1
19-12-2014,24.4,32.2,27.4,86,5,3,200,1,1,12,40.9
20-12-2014,24.2,31,27.2,89,,12,280,2,1,12,48.5
21-12-2014,24.6785714285714,31.0958333333333,27.3714285714286,85.1428571428571,,4.68965517241379,220.689655172414,1.58620689655172,1,12,27.1590909090909
22-12-2014,25,31.8,27.3714285714286,85.1428571428571,5.8,4,170,2,5,12,5.4
23-12-2014,24.6,31.0958333333333,27.3714285714286,85.1428571428571,,3,110,0,1,12,73
24-12-2014,25.2,31.0958333333333,27.3714285714286,85.1428571428571,,4,230,2,4,12,27.1590909090909
25-12-2014,25.2,31.3,27.8,85,,4,90,1,1,12,3
26-12-2014,25,32.2,29.1,79,,6,170,2,5,12,27.1590909090909
27-12-2014,24.6785714285714,26,25.4,94,,4,280,1,1,12,1.4
28-12-2014,24.2,29.6,26.8,86,0,5,260,2,7,12,41.2
29-12-2014,24.6785714285714,31.0958333333333,27.3714285714286,85.1428571428571,,4.68965517241379,220.689655172414,1.58620689655172,1,12,27.1590909090909
30-12-2014,24.2,31.0958333333333,27.3714285714286,85.1428571428571,,5,270,2,7,12,57.9
31-12-2014,23.8,31.6,27.3,83,0,5,230,2,7,12,11.3
01-02-2015,24.4,31.4,26.1,87,5.64736842105263,3,190,1,1,2,1.7
02-02-2015,24.4576923076923,31.8346153846154,27.4,82,4.2,4,190,1,1,2,7.6
03-02-2015,24,28.6,26,90,5.64736842105263,4,250,1,1,2,1.6
04-02-2015,24.3,31.6,27.6,84,0.8,5,220,2,6,2,2.6
05-02-2015,24.8,31.4,27.2,86,9.5,6,190,2,1,2,2.2
06-02-2015,24.8,31.9,26.8,87,5.7,5,200,3,7,2,24.2421052631579
07-02-2015,24.4,32.2,27.2,85,5.64736842105263,5,300,2,1,2,24.2421052631579
08-02-2015,24,31,27.2,84,5.64736842105263,4,150,2,1,2,48.8
09-02-2015,24,32,26.1,88,5.64736842105263,5,290,2,1,2,14
10-02-2015,24,31.2,27.1,86,4.8,5,230,2,8,2,93.2
11-02-2015,23.6,31.4,26.5,87,3.4,4,230,2,1,2,33.8
12-02-2015,24.8,32.2,26.7,86,5.64736842105263,6,180,2,1,2,24.2421052631579
13-02-2015,24.2,32.2,26.6,86,5.64736842105263,4,190,1,1,2,37
14-02-2015,24.4576923076923,31.2,27.5,86,4.6,4,120,2,1,2,39.1
15-02-2015,23.9,33.1,28.1,78,5.64736842105263,6,120,3,8,2,0
16-02-2015,24.2,32.6,27.8,80,9.2,5,130,3,7,2,24.2421052631579
17-02-2015,25.2,32.6,27.5,85,7,5,130,2,7,2,24.2421052631579
18-02-2015,24.4,32.2,28.4,79,6.2,5,120,2,4,2,24.2421052631579
19-02-2015,24.2,30.4,26.4,87,9.8,5,140,2,7,2,155
20-02-2015,24.2,30.4,26.8,83,1.8,3,210,1,1,2,7.2
21-02-2015,24.3,32.2,27.4,82,0.4,4,260,2,7,2,24.2421052631579
22-02-2015,24.2,33.4,28.1,78,5.8,6,240,2,7,2,0
23-02-2015,24.8,32.9,27.8,82,10.8,4,230,2,7,2,24.2421052631579
24-02-2015,24.4,33.1,28.4,81,3.4,9,210,2,6,2,16
25-02-2015,25.2,31.8346153846154,27.5,84,5.64736842105263,4,140,2,7,2,0.8
26-02-2015,25,32.6,28.2,78,10.4,5,120,1,1,2,0
27-02-2015,25.2,31.7,27.7,82,7,4,170,2,1,2,0
28-02-2015,25.4,32.2,27.9,83,2.5,8,140,2,7,2,24.2421052631579
01-03-2015,24.4071428571429,32.2,26.6,83,7.8,5,220,2,7,3,4.4
02-03-2015,23.8,32.2,26.3,85,1,7,230,2,6,3,1
03-03-2015,23.4,32.6,26.7,83,6.8,11,280,3,7,3,47.5
04-03-2015,24.4,30.5,26.8,86,5.6,9,230,2,7,3,0
05-03-2015,24.6,31,26.8,85,1.7,4,220,2,7,3,12.4
06-03-2015,24.2,33.1,27.7,80,1.4,7,190,3,7,3,12.4
07-03-2015,24.2,32.2241379310345,26.5,85,5.96551724137931,7,300,2,1,3,0
08-03-2015,24.8,33,27.3,84,5.96551724137931,5,360,2,1,3,1.7
09-03-2015,24.5,33.8,27.7,81,6.1,7,230,2,7,3,0.2
10-03-2015,24.8,33.4,27.3,85,8.3,5,250,2,1,3,12.5
11-03-2015,24.6,31.6,26.4,87,4.8,5,240,2,7,3,12.4
12-03-2015,24.4,32.4,26.3,87,1.5,4,140,2,1,3,36.1
13-03-2015,23.2,32.6,26.9,82,6.9,6,230,2,1,3,10.5
14-03-2015,23.4,32.8,28,84,9.6,5,190,1,1,3,8.7
15-03-2015,24.4071428571429,31.2,26.8,85,2.9,5,250,2,1,3,34
16-03-2015,23,31.8,27.4,81,7.2,7,220,2,1,3,5.4
17-03-2015,24,32.4,28.2,82,9,5,250,2,1,3,0
18-03-2015,23.8,32.4,28.5,79,10,6,200,2,1,3,12.4
19-03-2015,26.2,32.6,28.9,80,9.9,4,140,1,1,3,12.4
20-03-2015,25.6,31.5,27.9,81,4.9,4,130,1,1,3,12.4
21-03-2015,25.6,32.2241379310345,27.6,86,4.1,4,140,2,1,3,5.5
22-03-2015,24.8,31.5,27.2,86,5.5,5,110,2,1,3,12.4
23-03-2015,24.4071428571429,32.1,28.4,78,6.4,3,130,2,7,3,12.4
24-03-2015,25.4,32.8,28.6,80,8,5,120,2,1,3,12.4
25-03-2015,23.6,32.2,27.6,85,8.5,4,130,1,1,3,23.6
26-03-2015,24,32.6,27.6,82,5.4,3,240,1,1,3,0
27-03-2015,24.8,31.2,28,82,5.6,3,160,1,1,3,3.5
28-03-2015,24.7,32.8,28.3,82,6,5,150,2,1,3,12.4
29-03-2015,24,32.4,27.5,82,8.4,5,140,2,1,3,53.4
30-03-2015,24.6,31.4,28,81,8.9,3,150,1,1,3,0
31-03-2015,25,32.4,28.3,82,0.8,6,120,3,4,3,12.4
01-04-2015,24.8,32.1,28,85,0.8,3,140,1,1,4,46.8
02-04-2015,25.2,33.6,27.8,84,5.15833333333333,4,330,2,8,4,24
03-04-2015,23.2,31.2,26.3,85,3,4,270,2,1,4,35.7
04-04-2015,23.8,31.8,28.3,82,2.1,3,130,1,1,4,1
05-04-2015,24.772,33.1,28.8,81,5.15833333333333,4,120,1,1,4,0
06-04-2015,24.772,33.2,28.8,81,5.15833333333333,3,260,1,1,4,0
07-04-2015,26,32.6,27.5,83,6.5,4,130,1,1,4,9.92173913043478
08-04-2015,24.8,33.2,27,87,7,4,330,1,1,4,31.7
09-04-2015,24.6,32.6,28.1,81,5.15833333333333,4,240,1,1,4,6.6
10-04-2015,25.2,32.3291666666667,28.2,84,9.6,4,130,2,4,4,1.1
11-04-2015,24.772,32.2,27.7,85,5.15833333333333,5,160,2,1,4,12
12-04-2015,24.4,32.3,27.8,77,5.2,4,120,1,1,4,9.2
13-04-2015,25,32.3291666666667,27.3,86,7.5,3,230,1,1,4,1
14-04-2015,25,32,27.8,82,3.2,4,130,1,1,4,10.7
15-04-2015,24.8,32.2,27.9,84,8.1,6,350,2,7,4,0
16-04-2015,25,32.6,28.2,83,5,4,290,2,1,4,0
17-04-2015,25.6,32.6,26.7,89,4,4,290,1,1,4,9.92173913043478
18-04-2015,24.3,31,27.4,85,3.9,7,230,2,1,4,28.7
19-04-2015,25,31.9,27.9,84,7.2,4,220,1,1,4,1.6
20-04-2015,25,32.3291666666667,26.7,88,5.3,4,230,1,1,4,1.5
21-04-2015,25,33.3,28.4,81,3,3,240,2,7,4,2.8
22-04-2015,25.4,32.3291666666667,28,83,8,6,200,2,1,4,9.92173913043478
23-04-2015,25.2,32.4,27.8,84,6.6,10,230,3,8,4,0.6
24-04-2015,23.9,32.5,27.2,85,3.1,6,220,2,7,4,7.5
25-04-2015,24.772,29.6,26.6,84,6.5,7,260,3,7,4,9.92173913043478
26-04-2015,24.6,32.1,27.6,83,0.3,7,230,3,1,4,9.92173913043478
27-04-2015,24.9,32.3291666666667,27.8,83,3.4,6,220,2,1,4,5.7
28-04-2015,24.2,32.6,27.8,81,7.5,5,230,2,7,4,9.92173913043478
29-04-2015,24.4,33.2,28.2,82,7,7,220,2,1,4,0
30-04-2015,24.772,32.3291666666667,27.7103448275862,83.5172413793103,5.15833333333333,4.79310344827586,220,1.6551724137931,1,4,9.92173913043478
01-05-2015,25.4,32,27.6,85,8.40416666666667,5,220,2,1,5,15.14375
02-05-2015,24.5,29.8,26.8,85,8.40416666666667,4,140,1,1,5,15.14375
03-05-2015,24.8913043478261,31.6,28.3,82,8.40416666666667,4,120,1,1,5,15.14375
04-05-2015,24.8913043478261,30.2,26.7,89,8.40416666666667,3,160,1,1,5,22.3
05-05-2015,24.6,31.7,27.1,83,1.1,4,160,2,1,5,7.8
06-05-2015,24.8,31.6,27.5,83,8.4,7,120,3,3,5,19.6
07-05-2015,25,30.9172413793104,28.1,79,9,7,90,4,3,5,15.14375
08-05-2015,26,31.7,28.1,83,10,6,120,3,3,5,1.6
09-05-2015,24.8913043478261,31,27.4,81,8.4,5,150,2,1,5,15.14375
10-05-2015,25,31,27.7,83,5.3,5,120,3,4,5,3.8
11-05-2015,25.4,31.2,28,84,10,6,90,2,3,5,58.1
12-05-2015,24.8,31.4,28.5,81,7.2,6,110,2,3,5,15.14375
13-05-2015,24.8913043478261,30.9172413793104,27.3620689655172,82.6551724137931,8.40416666666667,5.7,126.666666666667,2.5,3,5,15.14375
14-05-2015,25.6,31.2,27.9,84,8.4,8,130,4,3,5,15.14375
15-05-2015,26,31,28.3,83,9,9,150,4,4,5,0
16-05-2015,26.6,30.8,27.3620689655172,82.6551724137931,8,6,100,3,3,5,15.14375
17-05-2015,25,30.4,27.6,79,9.5,7,120,3,3,5,1
18-05-2015,24.4,30,27.2,79,8.40416666666667,5,110,2,3,5,0
19-05-2015,23,30,25.9,81,8.40416666666667,4,110,2,3,5,15.14375
20-05-2015,24.8913043478261,30.5,25.9,78,10,6,120,2,4,5,15.14375
21-05-2015,24.8913043478261,30.7,26.1,79,9,5,130,2,4,5,15.14375
22-05-2015,23,31.7,26.5,79,10,4,140,2,4,5,15.14375
23-05-2015,23.8,30.2,26.7,83,9.4,6,110,2,4,5,15.14375
24-05-2015,24.6,31.4,27.4,83,10,5,150,2,4,5,15.14375
25-05-2015,25,31,27.5,85,9,5,100,2,4,5,2.2
26-05-2015,25.3,30.7,27.5,82,8.6,4,110,3,4,5,0
27-05-2015,25.3,30.6,27.5,86,9,6,120,2,4,5,22
28-05-2015,24.8913043478261,30.2,27,87,8.2,7,120,3,4,5,96.3
29-05-2015,24.2,30.6,27.2,84,5.5,6,140,3,3,5,6.6
30-05-2015,24.8913043478261,31.2,27.6,84,9.4,8,120,4,3,5,0
31-05-2015,25.2,31.2,27.9,83,9.3,8,120,4,3,5,1
01-06-2015,24.8,28.6,26.1,90,9.5,3,150,1,1,6,69.4
02-06-2015,23.9,30.7,26.9,85,0.5,5,140,3,9,6,0.3
03-06-2015,24.4,31.6,27.4,86,9,6,120,3,4,6,4
04-06-2015,25.2,31.2,27.7,85,9,10,120,5,3,6,7.8
05-06-2015,25.2,30.8,27.9,82,7.8,6,110,4,3,6,0
06-06-2015,24.1,30.6,27.9,79,7.7,8,130,5,4,6,9.84545454545455
07-06-2015,25.3,30.4,27.5,86,6,7,90,5,3,6,24.2
08-06-2015,26.2,30.3,27.7,85,6.4,8,130,4,3,6,0
09-06-2015,26.2,30.4,27.5,86,3.5,5,100,4,3,6,9.84545454545455
10-06-2015,25.8,29.3,27,85,4.5,8,130,5,3,6,9.84545454545455
11-06-2015,25.8,30.1,27.2,82,1,8,120,4,3,6,9.84545454545455
12-06-2015,23.6,30.2,26.1,84,9.5,8,100,3,3,6,9.84545454545455
13-06-2015,23.4,29.7,26.3,84,7,5,110,2,3,6,9.84545454545455
14-06-2015,24.1,29.6,26.5,81,9.5,7,130,3,3,6,9.84545454545455
15-06-2015,23.2,29.948,25.8,84,9.5,8,100,2,3,6,9.84545454545455
16-06-2015,24.1,30.6,25,84,9.5,5,110,2,1,6,9.84545454545455
17-06-2015,22.2,31.2,25.2,85,9.5,6,110,2,3,6,9.84545454545455
18-06-2015,22.8,29.2,25.8,87,9,8,130,4,3,6,2.6
19-06-2015,24.2,29.4,26.2,85,9.1,6,100,3,3,6,0
20-06-2015,24.1,29.4,24.8,88,7.7,6,120,2,1,6,0
21-06-2015,22.4,29.8,26.1,85,8.3,6,110,3,4,6,9.84545454545455
22-06-2015,22.6,29.6,25.6,85,7,6,90,3,3,6,9.84545454545455
23-06-2015,24.1,29.2,25.5,79,9.2,6,110,3,3,6,9.84545454545455
24-06-2015,24.1,29.948,25.1,83,7.7,7,130,2,3,6,9.84545454545455
25-06-2015,24.1,28.6,24.8,86,9.6,5,140,2,1,6,9.84545454545455
26-06-2015,22.6,29,26,85,9.5,8,140,3,3,6,9.84545454545455
27-06-2015,23.8,29.2,26.1,86,9.6,8,100,4,3,6,9.84545454545455
28-06-2015,24.2,29.948,26,81,8,7,130,4,4,6,9.84545454545455
29-06-2015,24.1,29.948,26,80,7.7,5,120,3,3,6,9.84545454545455
30-06-2015,22.4,29.948,25.2,83,9.2,7,110,4,3,6,0
01-07-2015,23,28.7,25.8,81,10,4,110,3,3,7,0.427272727272727
02-07-2015,22.6,28.8,25.4,79,9,5,70,2,3,7,0.427272727272727
03-07-2015,21.6,28.4,24.6,84,10,5,110,2,4,7,0.427272727272727
04-07-2015,21.4,28.6,25,82,9.1,8,120,4,4,7,0.427272727272727
05-07-2015,21.8,28.6,25.6833333333333,83.9,9.1,4,110,2,4,7,0.427272727272727
06-07-2015,21.8,28.4,24.7,82,9.5,6,120,3,3,7,0
07-07-2015,22.6,28.6,25.1,86,9.3,6,120,3,3,7,0.427272727272727
08-07-2015,23.2,28.6,26,78,9,5,110,3,3,7,0.427272727272727
09-07-2015,24.2,28.5,25.5,79,6.5,5,120,3,3,7,1.4
10-07-2015,21.8,29.3,24.3,84,6,4,120,2,1,7,0.427272727272727
11-07-2015,21.8,28.2,24.8,86,9,5,120,3,4,7,0.427272727272727
12-07-2015,22.7,29.2,26,84,9,5,100,2,1,7,0.427272727272727
13-07-2015,24.4,31.4,26.6,84,8.19310344827586,6,110,3,3,7,0
14-07-2015,24.6,29.6,26.8,83,9.3,6,100,3,3,7,0.427272727272727
15-07-2015,25.2,28.5,26.3,85,7.5,8,90,3,3,7,0.427272727272727
16-07-2015,23.1888888888889,28.4,25.3,88,7.1,10,90,4,3,7,0.427272727272727
17-07-2015,23.9,29.4,25.6,87,3.5,9,120,4,3,7,1
18-07-2015,24,28.2,25.6,85,5.4,8,100,4,3,7,0
19-07-2015,23.8,28,25,86,8.19310344827586,5,120,3,3,7,0.427272727272727
20-07-2015,23.1888888888889,28.8,26.6,86,7.5,8,120,3,3,7,0
21-07-2015,23.8,28.6,26,84,6,5,120,3,3,7,0.427272727272727
22-07-2015,24.7,29,26.3,85,8.4,7,100,4,3,7,0.427272727272727
23-07-2015,23.6,28.9,25.7,83,6.4,6,120,3,3,7,0.427272727272727
24-07-2015,23,29.4,25.5,88,9.2,7,120,4,3,7,0
25-07-2015,23.4,29,26,84,8.2,7,100,3,4,7,2.1
26-07-2015,23.2,29,25.5,82,10,8,120,4,4,7,0.427272727272727
27-07-2015,23.3,28.8,25.8,84,9.1,8,100,4,4,7,0
28-07-2015,23.8,29.2,26.2,83,9.5,6,110,3,4,7,0
29-07-2015,22.9,28.8933333333333,25.7,85,8,9,120,4,4,7,0.427272727272727
30-07-2015,23.1888888888889,29.5,26.7,83,8.8,7,120,3,3,7,0.2
31-07-2015,23.1888888888889,29.2,26.1,87,8.2,8,110,3,3,7,0.427272727272727
01-08-2015,23,28.7,25.8,81,10,4,110,3,3,8,2.6
02-08-2015,22.2,28.4,25.1,80,10,8,140,4,3,8,0
03-08-2015,23.1538461538462,28.6,24.1,82,8.48095238095238,8,100,4,3,8,0.35
04-08-2015,22.6,28.5,25,83,8.48095238095238,6,110,3,3,8,0
05-08-2015,22.6,28.5,24.9,84,9.6,4,140,2,1,8,0
06-08-2015,22.6,28.8,25.1,85,10,4,120,2,4,8,0.35
07-08-2015,22.8,28.4,25.4,84,8.48095238095238,4,110,2,3,8,0
08-08-2015,23.2,28.4,25.3,83,9.4,9,120,4,4,8,0
09-08-2015,22.3,28.4,25.3666666666667,83.2333333333333,8,6,120,4,3,8,0
10-08-2015,23.1538461538462,28.4862068965517,26.3,84,8.48095238095238,8,130,5,4,8,0.35
11-08-2015,25,28.2,26.4,83,7.3,8,120,5,4,8,0.35
12-08-2015,25.4,29.2,26.5,83,9,7,100,4,3,8,0
13-08-2015,23.2,28.8,25.4,85,7.5,8,110,5,4,8,0
14-08-2015,24.2,29,26.2,84,8,6,150,4,4,8,0.35
15-08-2015,25,28.8,26.1,84,7.4,7,120,4,3,8,0.35
16-08-2015,25,28.2,26.1,86,8.48095238095238,8,140,5,3,8,0
17-08-2015,23.1538461538462,28.4,25.4,85,8.48095238095238,8,120,5,4,8,0
18-08-2015,24,28.2,25.2,82,8.48095238095238,10,130,5,3,8,0.35
19-08-2015,23.8,28,24.9,83,9.4,6,110,3,3,8,0.35
20-08-2015,21.6,27.4,24.1,81,5.5,6,90,2,3,8,0.35
21-08-2015,20.4,27.6,23.7,80,10.5,6,130,2,4,8,0.35
22-08-2015,22.4,28.5,24.5,84,10.1,7,100,4,3,8,1.3
23-08-2015,22.6,28.2,24.9,81,10,7,150,3,3,8,0
24-08-2015,22.6,28.4862068965517,25.4,80,8.48095238095238,7,130,3,3,8,0.35
25-08-2015,22.2,28,24.6,86,9.3,5,140,2,3,8,0.35
26-08-2015,21.7,28.4,25.3,82,2.5,7,140,3,3,8,0.35
27-08-2015,23.1538461538462,28.8,26,83,9,8,130,4,3,8,0
28-08-2015,24.4,30.4,25.9,86,8.48095238095238,5,100,4,3,8,0
29-08-2015,23,28.2,25.6,85,7.1,7,110,4,4,8,0.35
30-08-2015,24.2,28.6,26,85,8.5,8,150,4,3,8,0.35
31-08-2015,23.1538461538462,28.5,25.8,83,8.48095238095238,6,120,4,3,8,1.7
01-09-2015,24.4,28.3222222222222,25.8,85,9,8,100,5,3,9,0
02-09-2015,24,28.4,25.8,83,9,9,90,5,3,9,0
03-09-2015,24,28.2,25.4,84,7.3,7,100,4,3,9,0
04-09-2015,24,28.5,25.3,85,9,7,130,4,3,9,0
05-09-2015,23.4,28.2,25.1,85,7.1,6,140,3,3,9,0
06-09-2015,24.2,28,25.8,84,8.368,9,120,5,3,9,0
07-09-2015,24,28.2,26.8,79,9,6,120,3,3,9,0
08-09-2015,23.6,27.9,25.2,86,8.5,6,110,3,4,9,0
09-09-2015,22,27.8,24.5,86,8.2,7,140,3,3,9,0
10-09-2015,22.6,28.4,25,84,9.1,6,100,3,4,9,0
11-09-2015,23.6,28.3,25.6,85,8,7,120,4,4,9,0
12-09-2015,24.5,28.3,25.55,84.1851851851852,9.5,6,130,4,4,9,0
13-09-2015,24.2,28,25.5,84.1851851851852,9,7,130,4,3,9,0
14-09-2015,23.3,28.2,25.2,80,7.2,7,140,3,4,9,0
15-09-2015,22.2,28,24.8,82,9.4,8,120,3,3,9,0
16-09-2015,22.2,28.4,25.55,84.1851851851852,10,6,120,3,4,9,0
17-09-2015,23.5730769230769,27.8,25.3,85,8.368,6,140,3,4,9,0
18-09-2015,23,29,25.3,87,7.5,6,120,4,3,9,0
19-09-2015,24.2,28.3222222222222,26,82,8.368,6,130,3,4,9,0
20-09-2015,23.6,28.9,25.9,86,9,6,120,2,4,9,0
21-09-2015,24.1,29.2,26.1,83,7.1,8,100,2,3,9,0
22-09-2015,23.5730769230769,29,25.9,84,9.5,6,110,4,3,9,0
23-09-2015,24.2,28.6,26,84,9,6,130,3,3,9,0
24-09-2015,23.5,28.3,25.6,83,10,5,120,2,3,9,0
25-09-2015,22.6,28.6,25.3,82,10.1,7,140,2,3,9,0
26-09-2015,23.5730769230769,28.7,25.4,85,8.368,6,120,2,3,9,0
27-09-2015,24,28,25.6,85,8.368,8,120,4,4,9,0
28-09-2015,23.6,27.6,25.6,86,4.5,6,130,3,4,9,0
29-09-2015,23.5730769230769,28.3222222222222,25.8,86,4,6,120,4,3,9,0
30-09-2015,23.9,28.2,25.8,87,9.2,8,120,4,3,9,0
01-10-2015,24.2,28.2,25.3,86,9,8,140,3,3,10,0
02-10-2015,24.34,28.2,25.5,87,8.98076923076923,6,120,2,3,10,0
03-10-2015,24,28,25.7,87,6,8,110,4,3,10,0
04-10-2015,23.8,27.6,24.9,88,6.5,7,120,4,3,10,0
05-10-2015,23.3,27.8,25,87,8,7,130,3,4,10,0
06-10-2015,23.2,28.2,25.8,82,9.2,8,120,3,3,10,0
07-10-2015,23,28.7,25.7,83,10,5,140,3,3,10,0
08-10-2015,23,29.2,26,82,9.6,6,110,3,3,10,0
09-10-2015,24.34,29.2,26.2,82,10,6,130,3,3,10,0
10-10-2015,23,29.6,25.9,84,10.3,7,140,4,4,10,0
11-10-2015,24.2,30.2,26.9,85,9.5,7,120,3,3,10,0
12-10-2015,24.4,29.8,26.2,87,8.98076923076923,6,130,4,4,10,0
13-10-2015,24.4,30,26.5,83,7.4,6,140,3,4,10,0
14-10-2015,23.6,30.2,27,78,8.98076923076923,5,140,3,4,10,0
15-10-2015,24.8,29.8,27.2,84,8.5,8,120,3,4,10,0
16-10-2015,24.8,30,27.2,81,10.1,6,140,3,4,10,0
17-10-2015,24.6,30.5,27.2,82,10.3,7,140,3,3,10,0
18-10-2015,24.6,,27.2,83,10,5,140,3,3,10,0
19-10-2015,24.6,30.2,27.1,82,7.3,8,140,3,4,10,0
20-10-2015,25.2,30.8,27.8,81,9,7,140,3,4,10,0
21-10-2015,25.2,30.9,28,75,10,7,120,4,3,10,0
22-10-2015,25.8,29.9,27.4,82,10.4,8,110,4,3,10,0
23-10-2015,24.34,29.6,27.3,82,8.98076923076923,6,150,3,3,10,0
24-10-2015,24.8,29.6,26.8,84,9.5,8,130,4,3,10,0
25-10-2015,24.2,30,26.1,86,7.5,6,130,3,3,10,0
26-10-2015,24.34,30.6,27.2,84,9.3,7,120,3,4,10,0
27-10-2015,24.34,30.4,27.6,84,9.4,7,130,3,4,10,0
28-10-2015,26.2,30,27.7,82,9.2,6,140,2,1,10,0
29-10-2015,25.4,30.6,27.9,82,8.2,8,140,3,3,10,0
30-10-2015,24.34,30.6,28.1,82,8.98076923076923,5,120,3,4,10,0
31-10-2015,24.2,31.3,27.5,82,9.3,7,130,3,4,10,0
01-11-2015,25,31.9,28.3,79,9.1,8,150,3,4,11,15.9125
02-11-2015,25.0608695652174,31.8,28.6,80,10.3,8,120,3,4,11,4.2
03-11-2015,24.2,32,28,82,6.72962962962963,6,120,2,1,11,0
04-11-2015,25.8,31.9,27.6620689655172,85.2068965517242,10,6,160,3,4,11,15.9125
05-11-2015,25.8,31,27.9,86,9.8,6,50,3,4,11,1.9
06-11-2015,24.7,31.1,27.2,88,1.6,6,160,2,1,11,15.9
07-11-2015,24.4,30.3,26.7,88,3.3,4,160,1,1,11,130.6
